pairID,sentenceID,isCorrect,isPun,relatedness,order,wordOrder,condition,workderID,age,gender,native,word1,word2
180,40,1,0,-0.801810907717901,101,0,1,A2EEUQ0YY2XIU,45,M,English,turn,raiser
185,41,0,1,0.690518541977877,10,0,1,A2EEUQ0YY2XIU,45,M,English,interpreting,prophet
188,42,1,1,-0.801810907717901,78,1,1,A2EEUQ0YY2XIU,45,M,English,number,pie
193,43,0,1,1.58591621179534,70,0,1,A2EEUQ0YY2XIU,45,M,English,baker,knead
199,43,1,1,-0.801810907717901,110,0,1,A2EEUQ0YY2XIU,45,M,English,together,need
200,44,0,1,0.690518541977877,9,1,1,A2EEUQ0YY2XIU,45,M,English,dip,oar
204,45,1,1,-0.801810907717901,94,1,1,A2EEUQ0YY2XIU,45,M,English,stack,tear
208,46,0,1,2.18284799167366,106,0,1,A2EEUQ0YY2XIU,45,M,English,political,poll
212,47,1,1,0.690518541977877,71,0,1,A2EEUQ0YY2XIU,45,M,English,man,board
219,48,0,1,1.58591621179534,104,0,1,A2EEUQ0YY2XIU,45,M,English,southern,greece
223,49,1,1,1.28745032185619,43,1,1,A2EEUQ0YY2XIU,45,M,English,mathematics,sign
224,50,0,1,-0.801810907717901,64,0,1,A2EEUQ0YY2XIU,45,M,English,high,principal
230,51,1,1,-0.801810907717901,53,1,1,A2EEUQ0YY2XIU,45,M,English,new,seedy
234,52,0,1,0.690518541977877,98,1,1,A2EEUQ0YY2XIU,45,M,English,rapidly,hare
236,53,1,1,0.690518541977877,92,0,1,A2EEUQ0YY2XIU,45,M,English,cabin,naughty
239,54,0,1,-0.801810907717901,97,1,1,A2EEUQ0YY2XIU,45,M,English,between,taut
245,55,1,1,-0.20487912783959,112,0,1,A2EEUQ0YY2XIU,45,M,English,karl,mark
248,57,0,1,-0.20487912783959,44,0,1,A2EEUQ0YY2XIU,45,M,English,bad,daze
251,58,1,1,-0.801810907717901,28,0,1,A2EEUQ0YY2XIU,45,M,English,essay,pro
257,60,0,1,0.093586762099566,37,0,1,A2EEUQ0YY2XIU,45,M,English,building,dam
260,61,1,1,-0.801810907717901,117,1,1,A2EEUQ0YY2XIU,45,M,English,computer,hurt
264,62,0,1,2.18284799167366,105,0,1,A2EEUQ0YY2XIU,45,M,English,leading,role
270,63,1,1,-0.801810907717901,65,1,1,A2EEUQ0YY2XIU,45,M,English,put,caller
272,64,0,1,-0.801810907717901,11,1,1,A2EEUQ0YY2XIU,45,M,English,boy,steal
273,64,1,1,-0.801810907717901,4,1,1,A2EEUQ0YY2XIU,45,M,English,candy,steel
281,66,0,1,-0.801810907717901,24,0,1,A2EEUQ0YY2XIU,45,M,English,look,waist
285,67,1,1,-0.503345017778746,15,0,1,A2EEUQ0YY2XIU,45,M,English,new,feat
288,68,0,1,-0.20487912783959,21,1,1,A2EEUQ0YY2XIU,45,M,English,poem,aloud
292,69,1,1,-0.801810907717901,29,0,1,A2EEUQ0YY2XIU,45,M,English,fill,pale
300,70,0,1,1.28745032185619,82,1,1,A2EEUQ0YY2XIU,45,M,English,wealthy,manor
296,70,1,1,-0.801810907717901,49,0,1,A2EEUQ0YY2XIU,45,M,English,huge,manner
302,71,0,1,1.58591621179534,54,1,1,A2EEUQ0YY2XIU,45,M,English,database,cache
307,72,1,1,-0.801810907717901,26,0,1,A2EEUQ0YY2XIU,45,M,English,france,rain
309,73,0,1,0.392052652038721,38,0,1,A2EEUQ0YY2XIU,45,M,English,chicken,thyme
312,73,1,1,-0.801810907717901,39,0,1,A2EEUQ0YY2XIU,45,M,English,flavor,time
317,74,0,1,1.28745032185619,22,0,1,A2EEUQ0YY2XIU,45,M,English,skin,pore
324,76,1,1,-0.801810907717901,8,1,1,A2EEUQ0YY2XIU,45,M,English,prince,err
332,78,0,1,0.690518541977877,17,0,1,A2EEUQ0YY2XIU,45,M,English,soprano,c
329,78,1,1,0.690518541977877,113,1,1,A2EEUQ0YY2XIU,45,M,English,called,sea
340,80,1,1,-0.801810907717901,95,0,1,A2EEUQ0YY2XIU,45,M,English,use,raiser
345,81,1,1,-0.20487912783959,20,1,1,A2EEUQ0YY2XIU,45,M,English,year,prophet
350,83,0,1,0.690518541977877,58,1,1,A2EEUQ0YY2XIU,45,M,English,programmer,need
351,84,1,1,-0.801810907717901,74,1,1,A2EEUQ0YY2XIU,45,M,English,car,oar
360,85,0,1,-0.801810907717901,3,0,1,A2EEUQ0YY2XIU,45,M,English,watch,tear
362,86,1,1,-0.20487912783959,107,0,1,A2EEUQ0YY2XIU,45,M,English,raise,poll
365,87,0,1,2.18284799167366,14,1,1,A2EEUQ0YY2XIU,45,M,English,director,board
371,89,1,1,-0.801810907717901,34,1,1,A2EEUQ0YY2XIU,45,M,English,store,sine
374,91,0,1,1.28745032185619,100,0,1,A2EEUQ0YY2XIU,45,M,English,bar,seedy
378,91,1,1,-0.503345017778746,57,0,1,A2EEUQ0YY2XIU,45,M,English,unwashed,cd
382,93,0,1,-0.503345017778746,88,0,1,A2EEUQ0YY2XIU,45,M,English,boy,naughty
384,94,1,1,-0.801810907717901,68,1,1,A2EEUQ0YY2XIU,45,M,English,college,taut
391,96,0,1,-0.20487912783959,5,0,1,A2EEUQ0YY2XIU,45,M,English,ten,high
393,97,1,1,1.58591621179534,18,0,1,A2EEUQ0YY2XIU,45,M,English,week,daze
399,99,0,1,0.690518541977877,46,0,1,A2EEUQ0YY2XIU,45,M,English,feel,plain
401,99,1,1,-0.801810907717901,63,1,1,A2EEUQ0YY2XIU,45,M,English,sister,plane
406,102,0,1,-0.801810907717901,66,1,1,A2EEUQ0YY2XIU,45,M,English,buy,roll
407,102,1,1,-0.20487912783959,116,0,1,A2EEUQ0YY2XIU,45,M,English,dress,role
414,104,0,1,-0.801810907717901,2,1,1,A2EEUQ0YY2XIU,45,M,English,wood,steel
416,105,1,1,-0.801810907717901,35,1,1,A2EEUQ0YY2XIU,45,M,English,heart,dye
423,107,0,1,0.690518541977877,48,1,1,A2EEUQ0YY2XIU,45,M,English,pass,feat
425,107,1,1,-0.801810907717901,76,1,1,A2EEUQ0YY2XIU,45,M,English,study,foot
427,108,0,1,-0.801810907717901,75,1,1,A2EEUQ0YY2XIU,45,M,English,car,allow
433,110,1,1,-0.801810907717901,52,0,1,A2EEUQ0YY2XIU,45,M,English,food,manor
439,111,0,1,-0.801810907717901,60,0,1,A2EEUQ0YY2XIU,45,M,English,year,cash
440,112,1,1,-0.20487912783959,31,0,1,A2EEUQ0YY2XIU,45,M,English,city,reign
446,113,0,1,1.28745032185619,30,1,1,A2EEUQ0YY2XIU,45,M,English,meeting,time
448,114,1,1,-0.801810907717901,69,1,1,A2EEUQ0YY2XIU,45,M,English,buy,pore
451,115,0,1,1.28745032185619,118,1,1,A2EEUQ0YY2XIU,45,M,English,accuse,guilt
459,116,1,1,-0.801810907717901,84,0,1,A2EEUQ0YY2XIU,45,M,English,side,heir
463,117,0,1,1.58591621179534,25,0,1,A2EEUQ0YY2XIU,45,M,English,set,sun
465,118,1,1,-0.801810907717901,55,0,1,A2EEUQ0YY2XIU,45,M,English,midatlantic,c
472,120,0,1,-0.801810907717901,59,0,1,A2EEUQ0YY2XIU,45,M,English,girl,raiser
473,120,1,1,-0.801810907717901,109,0,1,A2EEUQ0YY2XIU,45,M,English,local,razor
1,1,0,0,0.441204339410352,2,0,1,A3KW31187PZ7J3,45,M,english,atheism,prophet
5,2,1,0,0.441204339410352,82,1,1,A3KW31187PZ7J3,45,M,english,large,pie
9,3,0,0,1.74275714067089,13,0,1,A3KW31187PZ7J3,45,M,english,bread,knead
8,3,1,0,0.115816139095217,95,0,1,A3KW31187PZ7J3,45,M,english,basis,need
18,5,0,0,-0.860348461850187,51,0,1,A3KW31187PZ7J3,45,M,english,emotional,tier
17,5,1,0,-0.860348461850187,118,1,1,A3KW31187PZ7J3,45,M,english,cake,tear
24,6,0,0,-0.860348461850187,59,0,1,A3KW31187PZ7J3,45,M,english,flag,poll
26,7,1,0,1.74275714067089,85,0,1,A3KW31187PZ7J3,45,M,english,chairman,board
34,9,0,0,-0.860348461850187,101,0,1,A3KW31187PZ7J3,45,M,english,always,sine
39,9,1,0,1.41736894035576,34,1,1,A3KW31187PZ7J3,45,M,english,trigonometry,sign
41,10,0,0,-0.860348461850187,28,0,1,A3KW31187PZ7J3,45,M,english,john,principal
45,11,1,0,-0.860348461850187,71,1,1,A3KW31187PZ7J3,45,M,english,store,seedy
50,12,0,0,-0.209572061219917,109,0,1,A3KW31187PZ7J3,45,M,english,pulled,hare
54,13,1,0,-0.860348461850187,104,0,1,A3KW31187PZ7J3,45,M,english,pine,naughty
57,14,0,0,-0.860348461850187,11,0,1,A3KW31187PZ7J3,45,M,english,learn,taut
62,15,1,0,-0.534960261535052,24,0,1,A3KW31187PZ7J3,45,M,english,drop,mark
65,16,0,0,-0.209572061219917,92,1,1,A3KW31187PZ7J3,45,M,english,boy,hi
68,16,1,0,0.441204339410352,35,1,1,A3KW31187PZ7J3,45,M,english,people,high
75,17,0,0,0.115816139095217,43,0,1,A3KW31187PZ7J3,45,M,english,time,daze
73,17,1,0,0.766592539725487,112,1,1,A3KW31187PZ7J3,45,M,english,school,day
80,19,0,0,-0.860348461850187,37,0,1,A3KW31187PZ7J3,45,M,english,eat,plane
83,19,1,0,-0.860348461850187,70,1,1,A3KW31187PZ7J3,45,M,english,fly,plain
88,20,0,0,-0.209572061219917,47,1,1,A3KW31187PZ7J3,45,M,english,last,dam
89,20,1,0,-0.860348461850187,81,0,1,A3KW31187PZ7J3,45,M,english,movie,damn
97,22,0,0,-0.209572061219917,87,0,1,A3KW31187PZ7J3,45,M,english,great,role
100,23,0,0,1.74275714067089,55,0,1,A3KW31187PZ7J3,45,M,english,id,collar
101,23,1,0,0.115816139095217,48,0,1,A3KW31187PZ7J3,45,M,english,man,caller
111,25,0,0,1.74275714067089,69,0,1,A3KW31187PZ7J3,45,M,english,hair,dye
108,25,1,0,0.115816139095217,84,0,1,A3KW31187PZ7J3,45,M,english,actress,die
115,26,1,0,-0.860348461850187,45,0,1,A3KW31187PZ7J3,45,M,english,belt,waste
121,27,0,0,2.06814534098603,30,0,1,A3KW31187PZ7J3,45,M,english,shoe,foot
125,28,1,0,-0.860348461850187,111,0,1,A3KW31187PZ7J3,45,M,english,want,allow
126,29,0,0,2.39353354130116,20,1,1,A3KW31187PZ7J3,45,M,english,bucket,pail
134,30,1,0,-0.860348461850187,60,0,1,A3KW31187PZ7J3,45,M,english,man,manner
140,31,0,0,-0.860348461850187,49,0,1,A3KW31187PZ7J3,45,M,english,poker,cache
141,31,1,0,-0.860348461850187,58,1,1,A3KW31187PZ7J3,45,M,english,suddenly,cash
145,32,0,0,-0.209572061219917,7,0,1,A3KW31187PZ7J3,45,M,english,place,reign
151,33,1,0,-0.860348461850187,23,0,1,A3KW31187PZ7J3,45,M,english,herb,time
153,34,0,0,-0.860348461850187,86,0,1,A3KW31187PZ7J3,45,M,english,bad,pore
159,35,1,0,0.441204339410352,79,1,1,A3KW31187PZ7J3,45,M,english,people,guilt
161,37,0,0,2.39353354130116,26,0,1,A3KW31187PZ7J3,45,M,english,boy,son
162,37,1,0,0.766592539725487,68,0,1,A3KW31187PZ7J3,45,M,english,down,sun
170,38,0,0,0.441204339410352,88,1,1,A3KW31187PZ7J3,45,M,english,singer,c
173,39,1,0,-0.860348461850187,77,1,1,A3KW31187PZ7J3,45,M,english,electrician,what
181,40,0,0,-0.860348461850187,14,0,1,A3KW31187PZ7J3,45,M,english,want,razor
180,40,1,0,-0.860348461850187,76,1,1,A3KW31187PZ7J3,45,M,english,turn,raiser
185,41,0,1,0.441204339410352,98,0,1,A3KW31187PZ7J3,45,M,english,interpreting,prophet
188,42,1,1,0.115816139095217,102,1,1,A3KW31187PZ7J3,45,M,english,number,pie
193,43,0,1,2.39353354130116,106,0,1,A3KW31187PZ7J3,45,M,english,baker,knead
199,43,1,1,0.766592539725487,19,1,1,A3KW31187PZ7J3,45,M,english,together,need
200,44,0,1,0.766592539725487,62,0,1,A3KW31187PZ7J3,45,M,english,dip,oar
204,45,1,1,-0.860348461850187,54,0,1,A3KW31187PZ7J3,45,M,english,stack,tear
208,46,0,1,2.06814534098603,66,0,1,A3KW31187PZ7J3,45,M,english,political,poll
212,47,1,1,-0.209572061219917,99,0,1,A3KW31187PZ7J3,45,M,english,man,board
219,48,0,1,0.441204339410352,46,0,1,A3KW31187PZ7J3,45,M,english,southern,greece
223,49,1,1,1.41736894035576,18,1,1,A3KW31187PZ7J3,45,M,english,mathematics,sign
224,50,0,1,0.766592539725487,42,1,1,A3KW31187PZ7J3,45,M,english,high,principal
230,51,1,1,-0.860348461850187,94,1,1,A3KW31187PZ7J3,45,M,english,new,seedy
234,52,0,1,0.115816139095217,113,0,1,A3KW31187PZ7J3,45,M,english,rapidly,hare
236,53,1,1,-0.860348461850187,36,0,1,A3KW31187PZ7J3,45,M,english,cabin,naughty
239,54,0,1,0.441204339410352,57,0,1,A3KW31187PZ7J3,45,M,english,between,taut
245,55,1,1,0.115816139095217,1,1,1,A3KW31187PZ7J3,45,M,english,karl,mark
248,57,0,1,-0.860348461850187,74,1,1,A3KW31187PZ7J3,45,M,english,bad,daze
251,58,1,1,0.115816139095217,103,0,1,A3KW31187PZ7J3,45,M,english,essay,pro
257,60,0,1,-0.209572061219917,105,0,1,A3KW31187PZ7J3,45,M,english,building,dam
260,61,1,1,-0.860348461850187,40,1,1,A3KW31187PZ7J3,45,M,english,computer,hurt
264,62,0,1,1.74275714067089,80,0,1,A3KW31187PZ7J3,45,M,english,leading,role
270,63,1,1,0.115816139095217,89,0,1,A3KW31187PZ7J3,45,M,english,put,caller
272,64,0,1,-0.860348461850187,38,0,1,A3KW31187PZ7J3,45,M,english,boy,steal
273,64,1,1,-0.860348461850187,117,0,1,A3KW31187PZ7J3,45,M,english,candy,steel
281,66,0,1,-0.860348461850187,67,1,1,A3KW31187PZ7J3,45,M,english,look,waist
285,67,1,1,-0.534960261535052,9,1,1,A3KW31187PZ7J3,45,M,english,new,feat
288,68,0,1,0.766592539725487,96,1,1,A3KW31187PZ7J3,45,M,english,poem,aloud
292,69,1,1,-0.860348461850187,97,1,1,A3KW31187PZ7J3,45,M,english,fill,pale
300,70,0,1,1.74275714067089,27,1,1,A3KW31187PZ7J3,45,M,english,wealthy,manor
296,70,1,1,-0.860348461850187,44,0,1,A3KW31187PZ7J3,45,M,english,huge,manner
302,71,0,1,1.41736894035576,15,0,1,A3KW31187PZ7J3,45,M,english,database,cache
307,72,1,1,-0.209572061219917,93,1,1,A3KW31187PZ7J3,45,M,english,france,rain
309,73,0,1,1.41736894035576,25,0,1,A3KW31187PZ7J3,45,M,english,chicken,thyme
312,73,1,1,-0.860348461850187,64,1,1,A3KW31187PZ7J3,45,M,english,flavor,time
317,74,0,1,2.39353354130116,56,1,1,A3KW31187PZ7J3,45,M,english,skin,pore
324,76,1,1,-0.860348461850187,6,0,1,A3KW31187PZ7J3,45,M,english,prince,err
332,78,0,1,0.115816139095217,8,1,1,A3KW31187PZ7J3,45,M,english,soprano,c
329,78,1,1,-0.860348461850187,32,1,1,A3KW31187PZ7J3,45,M,english,called,sea
340,80,1,1,-0.209572061219917,75,0,1,A3KW31187PZ7J3,45,M,english,use,raiser
345,81,1,1,-0.860348461850187,100,0,1,A3KW31187PZ7J3,45,M,english,year,prophet
350,83,0,1,-0.209572061219917,22,1,1,A3KW31187PZ7J3,45,M,english,programmer,need
351,84,1,1,-0.860348461850187,53,0,1,A3KW31187PZ7J3,45,M,english,car,oar
360,85,0,1,-0.860348461850187,110,1,1,A3KW31187PZ7J3,45,M,english,watch,tear
362,86,1,1,-0.860348461850187,50,0,1,A3KW31187PZ7J3,45,M,english,raise,poll
365,87,0,1,2.06814534098603,63,1,1,A3KW31187PZ7J3,45,M,english,director,board
371,89,1,1,-0.860348461850187,91,0,1,A3KW31187PZ7J3,45,M,english,store,sine
374,91,0,1,0.766592539725487,90,0,1,A3KW31187PZ7J3,45,M,english,bar,seedy
378,91,1,1,-0.860348461850187,72,1,1,A3KW31187PZ7J3,45,M,english,unwashed,cd
382,93,0,1,0.115816139095217,12,0,1,A3KW31187PZ7J3,45,M,english,boy,naughty
384,94,1,1,-0.860348461850187,114,0,1,A3KW31187PZ7J3,45,M,english,college,taut
391,96,0,1,0.115816139095217,10,1,1,A3KW31187PZ7J3,45,M,english,ten,high
393,97,1,1,-0.860348461850187,116,0,1,A3KW31187PZ7J3,45,M,english,week,daze
399,99,0,1,-0.209572061219917,4,1,1,A3KW31187PZ7J3,45,M,english,feel,plain
401,99,1,1,-0.860348461850187,17,1,1,A3KW31187PZ7J3,45,M,english,sister,plane
406,102,0,1,-0.860348461850187,65,1,1,A3KW31187PZ7J3,45,M,english,buy,roll
407,102,1,1,0.766592539725487,33,0,1,A3KW31187PZ7J3,45,M,english,dress,role
414,104,0,1,0.766592539725487,29,0,1,A3KW31187PZ7J3,45,M,english,wood,steel
416,105,1,1,-0.860348461850187,107,1,1,A3KW31187PZ7J3,45,M,english,heart,dye
423,107,0,1,0.115816139095217,16,0,1,A3KW31187PZ7J3,45,M,english,pass,feat
425,107,1,1,-0.860348461850187,41,0,1,A3KW31187PZ7J3,45,M,english,study,foot
427,108,0,1,-0.860348461850187,73,0,1,A3KW31187PZ7J3,45,M,english,car,allow
433,110,1,1,-0.860348461850187,61,1,1,A3KW31187PZ7J3,45,M,english,food,manor
439,111,0,1,0.115816139095217,52,1,1,A3KW31187PZ7J3,45,M,english,year,cash
440,112,1,1,-0.534960261535052,5,0,1,A3KW31187PZ7J3,45,M,english,city,reign
446,113,0,1,1.74275714067089,21,1,1,A3KW31187PZ7J3,45,M,english,meeting,time
448,114,1,1,-0.860348461850187,108,1,1,A3KW31187PZ7J3,45,M,english,buy,pore
451,115,0,1,1.74275714067089,78,1,1,A3KW31187PZ7J3,45,M,english,accuse,guilt
459,116,1,1,-0.860348461850187,39,0,1,A3KW31187PZ7J3,45,M,english,side,heir
463,117,0,1,1.41736894035576,83,0,1,A3KW31187PZ7J3,45,M,english,set,sun
465,118,1,1,-0.860348461850187,115,0,1,A3KW31187PZ7J3,45,M,english,midatlantic,c
472,120,0,1,-0.209572061219917,31,1,1,A3KW31187PZ7J3,45,M,english,girl,raiser
473,120,1,1,-0.860348461850187,3,0,1,A3KW31187PZ7J3,45,M,english,local,razor
1,1,0,0,0.414425848481583,33,1,1,A1EOOFNOHJAWWJ,25,F,English,atheism,prophet
5,2,1,0,-0.974842620860088,112,1,1,A1EOOFNOHJAWWJ,25,F,English,large,pie
9,3,0,0,1.52584062395492,29,0,1,A1EOOFNOHJAWWJ,25,F,English,bread,knead
8,3,1,0,0.970133236218252,69,0,1,A1EOOFNOHJAWWJ,25,F,English,basis,need
18,5,0,0,-0.41913523312342,73,0,1,A1EOOFNOHJAWWJ,25,F,English,emotional,tier
17,5,1,0,-1.25269631472842,88,0,1,A1EOOFNOHJAWWJ,25,F,English,cake,tear
24,6,0,0,1.52584062395492,113,0,1,A1EOOFNOHJAWWJ,25,F,English,flag,poll
26,7,1,0,1.52584062395492,26,0,1,A1EOOFNOHJAWWJ,25,F,English,chairman,board
34,9,0,0,-1.25269631472842,58,0,1,A1EOOFNOHJAWWJ,25,F,English,always,sine
39,9,1,0,1.52584062395492,111,1,1,A1EOOFNOHJAWWJ,25,F,English,trigonometry,sign
41,10,0,0,-0.41913523312342,39,0,1,A1EOOFNOHJAWWJ,25,F,English,john,principal
45,11,1,0,-0.141281539255085,1,1,1,A1EOOFNOHJAWWJ,25,F,English,store,seedy
50,12,0,0,-1.25269631472842,3,1,1,A1EOOFNOHJAWWJ,25,F,English,pulled,hare
54,13,1,0,-0.974842620860088,95,0,1,A1EOOFNOHJAWWJ,25,F,English,pine,naughty
57,14,0,0,-1.25269631472842,70,1,1,A1EOOFNOHJAWWJ,25,F,English,learn,taut
62,15,1,0,0.692279542349917,5,0,1,A1EOOFNOHJAWWJ,25,F,English,drop,mark
65,16,0,0,-0.696988926991754,18,0,1,A1EOOFNOHJAWWJ,25,F,English,boy,hi
68,16,1,0,0.136572154613249,85,0,1,A1EOOFNOHJAWWJ,25,F,English,people,high
75,17,0,0,0.970133236218252,102,1,1,A1EOOFNOHJAWWJ,25,F,English,time,daze
73,17,1,0,1.52584062395492,44,1,1,A1EOOFNOHJAWWJ,25,F,English,school,day
80,19,0,0,-1.25269631472842,34,1,1,A1EOOFNOHJAWWJ,25,F,English,eat,plane
83,19,1,0,-1.25269631472842,108,0,1,A1EOOFNOHJAWWJ,25,F,English,fly,plain
88,20,0,0,-0.974842620860088,114,1,1,A1EOOFNOHJAWWJ,25,F,English,last,dam
89,20,1,0,-1.25269631472842,109,1,1,A1EOOFNOHJAWWJ,25,F,English,movie,damn
97,22,0,0,-0.41913523312342,10,0,1,A1EOOFNOHJAWWJ,25,F,English,great,role
100,23,0,0,0.970133236218252,56,0,1,A1EOOFNOHJAWWJ,25,F,English,id,collar
101,23,1,0,-0.141281539255085,118,0,1,A1EOOFNOHJAWWJ,25,F,English,man,caller
111,25,0,0,1.52584062395492,83,1,1,A1EOOFNOHJAWWJ,25,F,English,hair,dye
108,25,1,0,0.414425848481583,81,0,1,A1EOOFNOHJAWWJ,25,F,English,actress,die
115,26,1,0,-1.25269631472842,72,1,1,A1EOOFNOHJAWWJ,25,F,English,belt,waste
121,27,0,0,1.52584062395492,96,0,1,A1EOOFNOHJAWWJ,25,F,English,shoe,foot
125,28,1,0,1.52584062395492,106,0,1,A1EOOFNOHJAWWJ,25,F,English,want,allow
126,29,0,0,1.52584062395492,53,1,1,A1EOOFNOHJAWWJ,25,F,English,bucket,pail
134,30,1,0,0.136572154613249,42,0,1,A1EOOFNOHJAWWJ,25,F,English,man,manner
140,31,0,0,-1.25269631472842,60,1,1,A1EOOFNOHJAWWJ,25,F,English,poker,cache
141,31,1,0,-0.974842620860088,93,1,1,A1EOOFNOHJAWWJ,25,F,English,suddenly,cash
145,32,0,0,0.136572154613249,19,0,1,A1EOOFNOHJAWWJ,25,F,English,place,reign
151,33,1,0,0.414425848481583,64,1,1,A1EOOFNOHJAWWJ,25,F,English,herb,time
153,34,0,0,-0.41913523312342,66,0,1,A1EOOFNOHJAWWJ,25,F,English,bad,pore
159,35,1,0,0.136572154613249,90,0,1,A1EOOFNOHJAWWJ,25,F,English,people,guilt
161,37,0,0,1.52584062395492,80,0,1,A1EOOFNOHJAWWJ,25,F,English,boy,son
162,37,1,0,0.136572154613249,6,1,1,A1EOOFNOHJAWWJ,25,F,English,down,sun
170,38,0,0,0.970133236218252,51,1,1,A1EOOFNOHJAWWJ,25,F,English,singer,c
173,39,1,0,-1.25269631472842,77,1,1,A1EOOFNOHJAWWJ,25,F,English,electrician,what
181,40,0,0,-1.25269631472842,24,0,1,A1EOOFNOHJAWWJ,25,F,English,want,razor
180,40,1,0,-1.25269631472842,49,0,1,A1EOOFNOHJAWWJ,25,F,English,turn,raiser
185,41,0,1,0.414425848481583,41,0,1,A1EOOFNOHJAWWJ,25,F,English,interpreting,prophet
188,42,1,1,-0.696988926991754,14,1,1,A1EOOFNOHJAWWJ,25,F,English,number,pie
