pairID,sentenceID,isCorrect,isPun,relatedness,order,wordOrder,condition,workderID,age,gender,native
264,62,0,1,2.18284799167366,105,0,1,A2EEUQ0YY2XIU,45,M,English
270,63,1,1,-0.801810907717901,65,1,1,A2EEUQ0YY2XIU,45,M,English
272,64,0,1,-0.801810907717901,11,1,1,A2EEUQ0YY2XIU,45,M,English
273,64,1,1,-0.801810907717901,4,1,1,A2EEUQ0YY2XIU,45,M,English
281,66,0,1,-0.801810907717901,24,0,1,A2EEUQ0YY2XIU,45,M,English
285,67,1,1,-0.503345017778746,15,0,1,A2EEUQ0YY2XIU,45,M,English
288,68,0,1,-0.20487912783959,21,1,1,A2EEUQ0YY2XIU,45,M,English
292,69,1,1,-0.801810907717901,29,0,1,A2EEUQ0YY2XIU,45,M,English
300,70,0,1,1.28745032185619,82,1,1,A2EEUQ0YY2XIU,45,M,English
296,70,1,1,-0.801810907717901,49,0,1,A2EEUQ0YY2XIU,45,M,English
302,71,0,1,1.58591621179534,54,1,1,A2EEUQ0YY2XIU,45,M,English
307,72,1,1,-0.801810907717901,26,0,1,A2EEUQ0YY2XIU,45,M,English
309,73,0,1,0.392052652038721,38,0,1,A2EEUQ0YY2XIU,45,M,English
312,73,1,1,-0.801810907717901,39,0,1,A2EEUQ0YY2XIU,45,M,English
317,74,0,1,1.28745032185619,22,0,1,A2EEUQ0YY2XIU,45,M,English
324,76,1,1,-0.801810907717901,8,1,1,A2EEUQ0YY2XIU,45,M,English
332,78,0,1,0.690518541977877,17,0,1,A2EEUQ0YY2XIU,45,M,English
329,78,1,1,0.690518541977877,113,1,1,A2EEUQ0YY2XIU,45,M,English
340,80,1,1,-0.801810907717901,95,0,1,A2EEUQ0YY2XIU,45,M,English
345,81,1,1,-0.20487912783959,20,1,1,A2EEUQ0YY2XIU,45,M,English
350,83,0,1,0.690518541977877,58,1,1,A2EEUQ0YY2XIU,45,M,English
351,84,1,1,-0.801810907717901,74,1,1,A2EEUQ0YY2XIU,45,M,English
360,85,0,1,-0.801810907717901,3,0,1,A2EEUQ0YY2XIU,45,M,English
362,86,1,1,-0.20487912783959,107,0,1,A2EEUQ0YY2XIU,45,M,English
365,87,0,1,2.18284799167366,14,1,1,A2EEUQ0YY2XIU,45,M,English
371,89,1,1,-0.801810907717901,34,1,1,A2EEUQ0YY2XIU,45,M,English
374,91,0,1,1.28745032185619,100,0,1,A2EEUQ0YY2XIU,45,M,English
378,91,1,1,-0.503345017778746,57,0,1,A2EEUQ0YY2XIU,45,M,English
382,93,0,1,-0.503345017778746,88,0,1,A2EEUQ0YY2XIU,45,M,English
384,94,1,1,-0.801810907717901,68,1,1,A2EEUQ0YY2XIU,45,M,English
391,96,0,1,-0.20487912783959,5,0,1,A2EEUQ0YY2XIU,45,M,English
393,97,1,1,1.58591621179534,18,0,1,A2EEUQ0YY2XIU,45,M,English
399,99,0,1,0.690518541977877,46,0,1,A2EEUQ0YY2XIU,45,M,English
401,99,1,1,-0.801810907717901,63,1,1,A2EEUQ0YY2XIU,45,M,English
406,102,0,1,-0.801810907717901,66,1,1,A2EEUQ0YY2XIU,45,M,English
407,102,1,1,-0.20487912783959,116,0,1,A2EEUQ0YY2XIU,45,M,English
414,104,0,1,-0.801810907717901,2,1,1,A2EEUQ0YY2XIU,45,M,English
416,105,1,1,-0.801810907717901,35,1,1,A2EEUQ0YY2XIU,45,M,English
423,107,0,1,0.690518541977877,48,1,1,A2EEUQ0YY2XIU,45,M,English
425,107,1,1,-0.801810907717901,76,1,1,A2EEUQ0YY2XIU,45,M,English
427,108,0,1,-0.801810907717901,75,1,1,A2EEUQ0YY2XIU,45,M,English
433,110,1,1,-0.801810907717901,52,0,1,A2EEUQ0YY2XIU,45,M,English
439,111,0,1,-0.801810907717901,60,0,1,A2EEUQ0YY2XIU,45,M,English
440,112,1,1,-0.20487912783959,31,0,1,A2EEUQ0YY2XIU,45,M,English
446,113,0,1,1.28745032185619,30,1,1,A2EEUQ0YY2XIU,45,M,English
448,114,1,1,-0.801810907717901,69,1,1,A2EEUQ0YY2XIU,45,M,English
451,115,0,1,1.28745032185619,118,1,1,A2EEUQ0YY2XIU,45,M,English
459,116,1,1,-0.801810907717901,84,0,1,A2EEUQ0YY2XIU,45,M,English
463,117,0,1,1.58591621179534,25,0,1,A2EEUQ0YY2XIU,45,M,English
465,118,1,1,-0.801810907717901,55,0,1,A2EEUQ0YY2XIU,45,M,English
472,120,0,1,-0.801810907717901,59,0,1,A2EEUQ0YY2XIU,45,M,English
473,120,1,1,-0.801810907717901,109,0,1,A2EEUQ0YY2XIU,45,M,English
1,1,0,0,0.441204339410352,2,0,1,A3KW31187PZ7J3,45,M,english
5,2,1,0,0.441204339410352,82,1,1,A3KW31187PZ7J3,45,M,english
9,3,0,0,1.74275714067089,13,0,1,A3KW31187PZ7J3,45,M,english
8,3,1,0,0.115816139095217,95,0,1,A3KW31187PZ7J3,45,M,english
18,5,0,0,-0.860348461850187,51,0,1,A3KW31187PZ7J3,45,M,english
17,5,1,0,-0.860348461850187,118,1,1,A3KW31187PZ7J3,45,M,english
24,6,0,0,-0.860348461850187,59,0,1,A3KW31187PZ7J3,45,M,english
26,7,1,0,1.74275714067089,85,0,1,A3KW31187PZ7J3,45,M,english
34,9,0,0,-0.860348461850187,101,0,1,A3KW31187PZ7J3,45,M,english
39,9,1,0,1.41736894035576,34,1,1,A3KW31187PZ7J3,45,M,english
41,10,0,0,-0.860348461850187,28,0,1,A3KW31187PZ7J3,45,M,english
45,11,1,0,-0.860348461850187,71,1,1,A3KW31187PZ7J3,45,M,english
50,12,0,0,-0.209572061219917,109,0,1,A3KW31187PZ7J3,45,M,english
54,13,1,0,-0.860348461850187,104,0,1,A3KW31187PZ7J3,45,M,english
57,14,0,0,-0.860348461850187,11,0,1,A3KW31187PZ7J3,45,M,english
62,15,1,0,-0.534960261535052,24,0,1,A3KW31187PZ7J3,45,M,english
65,16,0,0,-0.209572061219917,92,1,1,A3KW31187PZ7J3,45,M,english
68,16,1,0,0.441204339410352,35,1,1,A3KW31187PZ7J3,45,M,english
75,17,0,0,0.115816139095217,43,0,1,A3KW31187PZ7J3,45,M,english
73,17,1,0,0.766592539725487,112,1,1,A3KW31187PZ7J3,45,M,english
80,19,0,0,-0.860348461850187,37,0,1,A3KW31187PZ7J3,45,M,english
83,19,1,0,-0.860348461850187,70,1,1,A3KW31187PZ7J3,45,M,english
88,20,0,0,-0.209572061219917,47,1,1,A3KW31187PZ7J3,45,M,english
89,20,1,0,-0.860348461850187,81,0,1,A3KW31187PZ7J3,45,M,english
97,22,0,0,-0.209572061219917,87,0,1,A3KW31187PZ7J3,45,M,english
100,23,0,0,1.74275714067089,55,0,1,A3KW31187PZ7J3,45,M,english
101,23,1,0,0.115816139095217,48,0,1,A3KW31187PZ7J3,45,M,english
111,25,0,0,1.74275714067089,69,0,1,A3KW31187PZ7J3,45,M,english
108,25,1,0,0.115816139095217,84,0,1,A3KW31187PZ7J3,45,M,english
115,26,1,0,-0.860348461850187,45,0,1,A3KW31187PZ7J3,45,M,english
121,27,0,0,2.06814534098603,30,0,1,A3KW31187PZ7J3,45,M,english
125,28,1,0,-0.860348461850187,111,0,1,A3KW31187PZ7J3,45,M,english
126,29,0,0,2.39353354130116,20,1,1,A3KW31187PZ7J3,45,M,english
134,30,1,0,-0.860348461850187,60,0,1,A3KW31187PZ7J3,45,M,english
140,31,0,0,-0.860348461850187,49,0,1,A3KW31187PZ7J3,45,M,english
141,31,1,0,-0.860348461850187,58,1,1,A3KW31187PZ7J3,45,M,english
145,32,0,0,-0.209572061219917,7,0,1,A3KW31187PZ7J3,45,M,english
151,33,1,0,-0.860348461850187,23,0,1,A3KW31187PZ7J3,45,M,english
153,34,0,0,-0.860348461850187,86,0,1,A3KW31187PZ7J3,45,M,english
159,35,1,0,0.441204339410352,79,1,1,A3KW31187PZ7J3,45,M,english
161,37,0,0,2.39353354130116,26,0,1,A3KW31187PZ7J3,45,M,english
162,37,1,0,0.766592539725487,68,0,1,A3KW31187PZ7J3,45,M,english
170,38,0,0,0.441204339410352,88,1,1,A3KW31187PZ7J3,45,M,english
173,39,1,0,-0.860348461850187,77,1,1,A3KW31187PZ7J3,45,M,english
181,40,0,0,-0.860348461850187,14,0,1,A3KW31187PZ7J3,45,M,english
180,40,1,0,-0.860348461850187,76,1,1,A3KW31187PZ7J3,45,M,english
185,41,0,1,0.441204339410352,98,0,1,A3KW31187PZ7J3,45,M,english
188,42,1,1,0.115816139095217,102,1,1,A3KW31187PZ7J3,45,M,english
193,43,0,1,2.39353354130116,106,0,1,A3KW31187PZ7J3,45,M,english
199,43,1,1,0.766592539725487,19,1,1,A3KW31187PZ7J3,45,M,english
200,44,0,1,0.766592539725487,62,0,1,A3KW31187PZ7J3,45,M,english
204,45,1,1,-0.860348461850187,54,0,1,A3KW31187PZ7J3,45,M,english
208,46,0,1,2.06814534098603,66,0,1,A3KW31187PZ7J3,45,M,english
212,47,1,1,-0.209572061219917,99,0,1,A3KW31187PZ7J3,45,M,english
219,48,0,1,0.441204339410352,46,0,1,A3KW31187PZ7J3,45,M,english
223,49,1,1,1.41736894035576,18,1,1,A3KW31187PZ7J3,45,M,english
224,50,0,1,0.766592539725487,42,1,1,A3KW31187PZ7J3,45,M,english
230,51,1,1,-0.860348461850187,94,1,1,A3KW31187PZ7J3,45,M,english
234,52,0,1,0.115816139095217,113,0,1,A3KW31187PZ7J3,45,M,english
236,53,1,1,-0.860348461850187,36,0,1,A3KW31187PZ7J3,45,M,english
239,54,0,1,0.441204339410352,57,0,1,A3KW31187PZ7J3,45,M,english
245,55,1,1,0.115816139095217,1,1,1,A3KW31187PZ7J3,45,M,english
248,57,0,1,-0.860348461850187,74,1,1,A3KW31187PZ7J3,45,M,english
251,58,1,1,0.115816139095217,103,0,1,A3KW31187PZ7J3,45,M,english
257,60,0,1,-0.209572061219917,105,0,1,A3KW31187PZ7J3,45,M,english
260,61,1,1,-0.860348461850187,40,1,1,A3KW31187PZ7J3,45,M,english
264,62,0,1,1.74275714067089,80,0,1,A3KW31187PZ7J3,45,M,english
270,63,1,1,0.115816139095217,89,0,1,A3KW31187PZ7J3,45,M,english
272,64,0,1,-0.860348461850187,38,0,1,A3KW31187PZ7J3,45,M,english
273,64,1,1,-0.860348461850187,117,0,1,A3KW31187PZ7J3,45,M,english
281,66,0,1,-0.860348461850187,67,1,1,A3KW31187PZ7J3,45,M,english
285,67,1,1,-0.534960261535052,9,1,1,A3KW31187PZ7J3,45,M,english
288,68,0,1,0.766592539725487,96,1,1,A3KW31187PZ7J3,45,M,english
292,69,1,1,-0.860348461850187,97,1,1,A3KW31187PZ7J3,45,M,english
300,70,0,1,1.74275714067089,27,1,1,A3KW31187PZ7J3,45,M,english
296,70,1,1,-0.860348461850187,44,0,1,A3KW31187PZ7J3,45,M,english
302,71,0,1,1.41736894035576,15,0,1,A3KW31187PZ7J3,45,M,english
307,72,1,1,-0.209572061219917,93,1,1,A3KW31187PZ7J3,45,M,english
309,73,0,1,1.41736894035576,25,0,1,A3KW31187PZ7J3,45,M,english
312,73,1,1,-0.860348461850187,64,1,1,A3KW31187PZ7J3,45,M,english
317,74,0,1,2.39353354130116,56,1,1,A3KW31187PZ7J3,45,M,english
324,76,1,1,-0.860348461850187,6,0,1,A3KW31187PZ7J3,45,M,english
332,78,0,1,0.115816139095217,8,1,1,A3KW31187PZ7J3,45,M,english
329,78,1,1,-0.860348461850187,32,1,1,A3KW31187PZ7J3,45,M,english
340,80,1,1,-0.209572061219917,75,0,1,A3KW31187PZ7J3,45,M,english
345,81,1,1,-0.860348461850187,100,0,1,A3KW31187PZ7J3,45,M,english
350,83,0,1,-0.209572061219917,22,1,1,A3KW31187PZ7J3,45,M,english
351,84,1,1,-0.860348461850187,53,0,1,A3KW31187PZ7J3,45,M,english
360,85,0,1,-0.860348461850187,110,1,1,A3KW31187PZ7J3,45,M,english
362,86,1,1,-0.860348461850187,50,0,1,A3KW31187PZ7J3,45,M,english
365,87,0,1,2.06814534098603,63,1,1,A3KW31187PZ7J3,45,M,english
371,89,1,1,-0.860348461850187,91,0,1,A3KW31187PZ7J3,45,M,english
374,91,0,1,0.766592539725487,90,0,1,A3KW31187PZ7J3,45,M,english
378,91,1,1,-0.860348461850187,72,1,1,A3KW31187PZ7J3,45,M,english
382,93,0,1,0.115816139095217,12,0,1,A3KW31187PZ7J3,45,M,english
384,94,1,1,-0.860348461850187,114,0,1,A3KW31187PZ7J3,45,M,english
391,96,0,1,0.115816139095217,10,1,1,A3KW31187PZ7J3,45,M,english
393,97,1,1,-0.860348461850187,116,0,1,A3KW31187PZ7J3,45,M,english
399,99,0,1,-0.209572061219917,4,1,1,A3KW31187PZ7J3,45,M,english
401,99,1,1,-0.860348461850187,17,1,1,A3KW31187PZ7J3,45,M,english
406,102,0,1,-0.860348461850187,65,1,1,A3KW31187PZ7J3,45,M,english
407,102,1,1,0.766592539725487,33,0,1,A3KW31187PZ7J3,45,M,english
414,104,0,1,0.766592539725487,29,0,1,A3KW31187PZ7J3,45,M,english
416,105,1,1,-0.860348461850187,107,1,1,A3KW31187PZ7J3,45,M,english
423,107,0,1,0.115816139095217,16,0,1,A3KW31187PZ7J3,45,M,english
425,107,1,1,-0.860348461850187,41,0,1,A3KW31187PZ7J3,45,M,english
427,108,0,1,-0.860348461850187,73,0,1,A3KW31187PZ7J3,45,M,english
433,110,1,1,-0.860348461850187,61,1,1,A3KW31187PZ7J3,45,M,english
439,111,0,1,0.115816139095217,52,1,1,A3KW31187PZ7J3,45,M,english
440,112,1,1,-0.534960261535052,5,0,1,A3KW31187PZ7J3,45,M,english
446,113,0,1,1.74275714067089,21,1,1,A3KW31187PZ7J3,45,M,english
448,114,1,1,-0.860348461850187,108,1,1,A3KW31187PZ7J3,45,M,english
451,115,0,1,1.74275714067089,78,1,1,A3KW31187PZ7J3,45,M,english
459,116,1,1,-0.860348461850187,39,0,1,A3KW31187PZ7J3,45,M,english
463,117,0,1,1.41736894035576,83,0,1,A3KW31187PZ7J3,45,M,english
465,118,1,1,-0.860348461850187,115,0,1,A3KW31187PZ7J3,45,M,english
472,120,0,1,-0.209572061219917,31,1,1,A3KW31187PZ7J3,45,M,english
473,120,1,1,-0.860348461850187,3,0,1,A3KW31187PZ7J3,45,M,english
1,1,0,0,0.414425848481583,33,1,1,A1EOOFNOHJAWWJ,25,F,English
5,2,1,0,-0.974842620860088,112,1,1,A1EOOFNOHJAWWJ,25,F,English
9,3,0,0,1.52584062395492,29,0,1,A1EOOFNOHJAWWJ,25,F,English
8,3,1,0,0.970133236218252,69,0,1,A1EOOFNOHJAWWJ,25,F,English
18,5,0,0,-0.41913523312342,73,0,1,A1EOOFNOHJAWWJ,25,F,English
17,5,1,0,-1.25269631472842,88,0,1,A1EOOFNOHJAWWJ,25,F,English
24,6,0,0,1.52584062395492,113,0,1,A1EOOFNOHJAWWJ,25,F,English
26,7,1,0,1.52584062395492,26,0,1,A1EOOFNOHJAWWJ,25,F,English
34,9,0,0,-1.25269631472842,58,0,1,A1EOOFNOHJAWWJ,25,F,English
39,9,1,0,1.52584062395492,111,1,1,A1EOOFNOHJAWWJ,25,F,English
41,10,0,0,-0.41913523312342,39,0,1,A1EOOFNOHJAWWJ,25,F,English
45,11,1,0,-0.141281539255085,1,1,1,A1EOOFNOHJAWWJ,25,F,English
50,12,0,0,-1.25269631472842,3,1,1,A1EOOFNOHJAWWJ,25,F,English
54,13,1,0,-0.974842620860088,95,0,1,A1EOOFNOHJAWWJ,25,F,English
57,14,0,0,-1.25269631472842,70,1,1,A1EOOFNOHJAWWJ,25,F,English
62,15,1,0,0.692279542349917,5,0,1,A1EOOFNOHJAWWJ,25,F,English
65,16,0,0,-0.696988926991754,18,0,1,A1EOOFNOHJAWWJ,25,F,English
68,16,1,0,0.136572154613249,85,0,1,A1EOOFNOHJAWWJ,25,F,English
75,17,0,0,0.970133236218252,102,1,1,A1EOOFNOHJAWWJ,25,F,English
73,17,1,0,1.52584062395492,44,1,1,A1EOOFNOHJAWWJ,25,F,English
80,19,0,0,-1.25269631472842,34,1,1,A1EOOFNOHJAWWJ,25,F,English
83,19,1,0,-1.25269631472842,108,0,1,A1EOOFNOHJAWWJ,25,F,English
88,20,0,0,-0.974842620860088,114,1,1,A1EOOFNOHJAWWJ,25,F,English
89,20,1,0,-1.25269631472842,109,1,1,A1EOOFNOHJAWWJ,25,F,English
97,22,0,0,-0.41913523312342,10,0,1,A1EOOFNOHJAWWJ,25,F,English
100,23,0,0,0.970133236218252,56,0,1,A1EOOFNOHJAWWJ,25,F,English
101,23,1,0,-0.141281539255085,118,0,1,A1EOOFNOHJAWWJ,25,F,English
111,25,0,0,1.52584062395492,83,1,1,A1EOOFNOHJAWWJ,25,F,English
108,25,1,0,0.414425848481583,81,0,1,A1EOOFNOHJAWWJ,25,F,English
115,26,1,0,-1.25269631472842,72,1,1,A1EOOFNOHJAWWJ,25,F,English
121,27,0,0,1.52584062395492,96,0,1,A1EOOFNOHJAWWJ,25,F,English
125,28,1,0,1.52584062395492,106,0,1,A1EOOFNOHJAWWJ,25,F,English
126,29,0,0,1.52584062395492,53,1,1,A1EOOFNOHJAWWJ,25,F,English
134,30,1,0,0.136572154613249,42,0,1,A1EOOFNOHJAWWJ,25,F,English
140,31,0,0,-1.25269631472842,60,1,1,A1EOOFNOHJAWWJ,25,F,English
141,31,1,0,-0.974842620860088,93,1,1,A1EOOFNOHJAWWJ,25,F,English
145,32,0,0,0.136572154613249,19,0,1,A1EOOFNOHJAWWJ,25,F,English
151,33,1,0,0.414425848481583,64,1,1,A1EOOFNOHJAWWJ,25,F,English
153,34,0,0,-0.41913523312342,66,0,1,A1EOOFNOHJAWWJ,25,F,English
159,35,1,0,0.136572154613249,90,0,1,A1EOOFNOHJAWWJ,25,F,English
161,37,0,0,1.52584062395492,80,0,1,A1EOOFNOHJAWWJ,25,F,English
162,37,1,0,0.136572154613249,6,1,1,A1EOOFNOHJAWWJ,25,F,English
170,38,0,0,0.970133236218252,51,1,1,A1EOOFNOHJAWWJ,25,F,English
173,39,1,0,-1.25269631472842,77,1,1,A1EOOFNOHJAWWJ,25,F,English
181,40,0,0,-1.25269631472842,24,0,1,A1EOOFNOHJAWWJ,25,F,English
180,40,1,0,-1.25269631472842,49,0,1,A1EOOFNOHJAWWJ,25,F,English
185,41,0,1,0.414425848481583,41,0,1,A1EOOFNOHJAWWJ,25,F,English
188,42,1,1,-0.696988926991754,14,1,1,A1EOOFNOHJAWWJ,25,F,English
193,43,0,1,1.52584062395492,67,0,1,A1EOOFNOHJAWWJ,25,F,English
199,43,1,1,0.414425848481583,82,1,1,A1EOOFNOHJAWWJ,25,F,English
200,44,0,1,1.52584062395492,62,0,1,A1EOOFNOHJAWWJ,25,F,English
204,45,1,1,-0.974842620860088,43,1,1,A1EOOFNOHJAWWJ,25,F,English
208,46,0,1,1.52584062395492,103,1,1,A1EOOFNOHJAWWJ,25,F,English
212,47,1,1,-0.41913523312342,12,1,1,A1EOOFNOHJAWWJ,25,F,English
219,48,0,1,0.414425848481583,97,0,1,A1EOOFNOHJAWWJ,25,F,English
223,49,1,1,0.692279542349917,75,0,1,A1EOOFNOHJAWWJ,25,F,English
224,50,0,1,1.52584062395492,68,0,1,A1EOOFNOHJAWWJ,25,F,English
230,51,1,1,-1.25269631472842,101,0,1,A1EOOFNOHJAWWJ,25,F,English
234,52,0,1,-0.974842620860088,104,0,1,A1EOOFNOHJAWWJ,25,F,English
236,53,1,1,-0.974842620860088,116,0,1,A1EOOFNOHJAWWJ,25,F,English
239,54,0,1,0.970133236218252,117,1,1,A1EOOFNOHJAWWJ,25,F,English
245,55,1,1,0.136572154613249,46,1,1,A1EOOFNOHJAWWJ,25,F,English
248,57,0,1,-0.696988926991754,17,1,1,A1EOOFNOHJAWWJ,25,F,English
251,58,1,1,0.136572154613249,31,0,1,A1EOOFNOHJAWWJ,25,F,English
257,60,0,1,0.970133236218252,55,0,1,A1EOOFNOHJAWWJ,25,F,English
260,61,1,1,-1.25269631472842,94,0,1,A1EOOFNOHJAWWJ,25,F,English
264,62,0,1,1.52584062395492,40,0,1,A1EOOFNOHJAWWJ,25,F,English
270,63,1,1,-0.41913523312342,61,0,1,A1EOOFNOHJAWWJ,25,F,English
272,64,0,1,0.136572154613249,89,0,1,A1EOOFNOHJAWWJ,25,F,English
273,64,1,1,-1.25269631472842,22,1,1,A1EOOFNOHJAWWJ,25,F,English
281,66,0,1,-0.141281539255085,37,0,1,A1EOOFNOHJAWWJ,25,F,English
285,67,1,1,0.692279542349917,78,1,1,A1EOOFNOHJAWWJ,25,F,English
288,68,0,1,0.136572154613249,21,0,1,A1EOOFNOHJAWWJ,25,F,English
292,69,1,1,-0.974842620860088,15,0,1,A1EOOFNOHJAWWJ,25,F,English
300,70,0,1,1.52584062395492,87,1,1,A1EOOFNOHJAWWJ,25,F,English
296,70,1,1,-0.696988926991754,13,0,1,A1EOOFNOHJAWWJ,25,F,English
302,71,0,1,0.970133236218252,54,1,1,A1EOOFNOHJAWWJ,25,F,English
307,72,1,1,0.414425848481583,100,0,1,A1EOOFNOHJAWWJ,25,F,English
309,73,0,1,0.970133236218252,36,1,1,A1EOOFNOHJAWWJ,25,F,English
312,73,1,1,-0.974842620860088,38,0,1,A1EOOFNOHJAWWJ,25,F,English
317,74,0,1,1.52584062395492,27,1,1,A1EOOFNOHJAWWJ,25,F,English
324,76,1,1,-0.974842620860088,86,1,1,A1EOOFNOHJAWWJ,25,F,English
332,78,0,1,1.24798693008659,32,0,1,A1EOOFNOHJAWWJ,25,F,English
329,78,1,1,-0.41913523312342,35,1,1,A1EOOFNOHJAWWJ,25,F,English
340,80,1,1,-0.974842620860088,11,1,1,A1EOOFNOHJAWWJ,25,F,English
345,81,1,1,0.136572154613249,23,0,1,A1EOOFNOHJAWWJ,25,F,English
