sentenceID,isCorrect,pairID,word1,word2,relatedness,word1_index,word2_index,distance,sentence
24,0,106,muscle,steal,-0.389849238650028,2,4,-2,thieves have muscles of steal
24,0,107,thief,steal,1.40657815930287,0,4,-4,thieves have muscles of steal
25,0,108,actress,dye,-0.361951574506001,2,14,-12,when an actress saw her first strands of gray hair she thought she would dye
25,0,109,first,dye,-0.889894946138966,5,14,-9,when an actress saw her first strands of gray hair she thought she would dye
25,0,110,gray,dye,0.698618834125592,8,14,-6,when an actress saw her first strands of gray hair she thought she would dye
25,0,111,hair,dye,1.48433806330608,9,14,-5,when an actress saw her first strands of gray hair she thought she would dye
25,0,112,saw,dye,-0.382343614309707,3,14,-11,when an actress saw her first strands of gray hair she thought she would dye
25,0,113,strand,dye,0.559800324973014,6,14,-8,when an actress saw her first strands of gray hair she thought she would dye
25,0,114,think,dye,-0.754200229129679,11,14,-3,when an actress saw her first strands of gray hair she thought she would dye
26,0,115,belt,waist,1.46299948299053,2,6,-4,a cardboard belt would be a waist of paper
26,0,116,cardboard,waist,-0.898306565899094,1,6,-5,a cardboard belt would be a waist of paper
26,0,117,paper,waist,-0.456903001729479,8,6,2,a cardboard belt would be a waist of paper
27,0,118,fit,foot,0.027560141343848,3,10,-7,being able to fit size fourteen shoes is quite a feet
27,0,119,fourteen,foot,-0.367883923440896,5,10,-5,being able to fit size fourteen shoes is quite a feet
27,0,120,quite,foot,-0.825666924364559,8,10,-2,being able to fit size fourteen shoes is quite a feet
27,0,121,shoe,foot,1.88772641635073,6,10,-4,being able to fit size fourteen shoes is quite a feet
27,0,122,size,foot,1.1565555100512,4,10,-6,being able to fit size fourteen shoes is quite a feet
28,0,123,mime,aloud,-0.28089679393206,1,10,-9,the mime wanted to say something but he was not aloud
28,0,124,something,aloud,-0.494306712418425,5,10,-5,the mime wanted to say something but he was not aloud
28,0,125,want,aloud,-0.532113913858016,2,10,-8,the mime wanted to say something but he was not aloud
29,0,126,bucket,pail,1.70826959657936,5,8,-3,those who carry too many buckets start feeling pail
29,0,127,carry,pail,0.903753344375391,2,8,-6,those who carry too many buckets start feeling pail
29,0,128,feel,pail,-0.487454776080876,7,8,-1,those who carry too many buckets start feeling pail
29,0,129,many,pail,-0.559703745103118,4,8,-4,those who carry too many buckets start feeling pail
29,0,130,start,pail,-0.836294919609356,6,8,-2,those who carry too many buckets start feeling pail
29,0,131,those,pail,-0.857078333113506,0,8,-8,those who carry too many buckets start feeling pail
30,0,132,castle,manor,1.16342320448332,5,8,-3,a mans home is his castle in a manor of speaking
30,0,133,home,manor,1.15053175851913,2,8,-6,a mans home is his castle in a manor of speaking
30,0,134,man,manor,-0.507834338523038,1,8,-7,a mans home is his castle in a manor of speaking
30,0,135,speaking,manor,-0.645022924012276,10,8,2,a mans home is his castle in a manor of speaking
31,0,136,chip,cache,-0.236471378032956,12,9,3,an online poker tournament ended suddenly when the computer cached in its chips
31,0,137,computer,cache,1.0554169137547,8,9,-1,an online poker tournament ended suddenly when the computer cached in its chips
31,0,138,end,cache,-0.482932551870127,4,9,-5,an online poker tournament ended suddenly when the computer cached in its chips
31,0,139,online,cache,0.803361269001471,1,9,-8,an online poker tournament ended suddenly when the computer cached in its chips
31,0,140,poker,cache,-0.356650899984429,2,9,-7,an online poker tournament ended suddenly when the computer cached in its chips
31,0,141,suddenly,cache,-0.797502490819805,5,9,-4,an online poker tournament ended suddenly when the computer cached in its chips
31,0,142,tournament,cache,-0.179601731579132,3,9,-6,an online poker tournament ended suddenly when the computer cached in its chips
32,0,143,britain,reign,0.768095575906237,0,12,-12,britain is a wet place since the queen has had a long reign
32,0,144,long,reign,0.731459765893335,11,12,-1,britain is a wet place since the queen has had a long reign
32,0,145,place,reign,-0.11189373362167,4,12,-8,britain is a wet place since the queen has had a long reign
32,0,146,queen,reign,1.75853959453502,7,12,-5,britain is a wet place since the queen has had a long reign
32,0,147,wet,reign,-0.596183968544639,3,12,-9,britain is a wet place since the queen has had a long reign
33,0,148,extra,thyme,-0.60616564354925,4,6,-2,herb gardeners who work extra get thyme and a half
33,0,149,gardener,thyme,0.443421682037815,2,6,-4,herb gardeners who work extra get thyme and a half
33,0,150,half,thyme,-0.558384525647363,9,6,3,herb gardeners who work extra get thyme and a half
33,0,151,herb,thyme,1.52452946764133,0,6,-6,herb gardeners who work extra get thyme and a half
33,0,152,work,thyme,-0.806612313681016,3,6,-3,herb gardeners who work extra get thyme and a half
34,0,153,bad,pore,-0.654532980889198,5,13,-8,if you say you have bad skin i would say that was a pore excuse
34,0,154,excuse,pore,-0.898306565899094,14,13,1,if you say you have bad skin i would say that was a pore excuse
34,0,155,skin,pore,1.80201698484168,6,13,-7,if you say you have bad skin i would say that was a pore excuse
35,0,156,complex,gilt,-0.784064971069133,8,7,1,people who like gold paint have a gilt complex
35,0,157,gold,gilt,0.648786640098113,3,7,-4,people who like gold paint have a gilt complex
35,0,158,paint,gilt,-0.101953425431991,4,7,-3,people who like gold paint have a gilt complex
35,0,159,people,gilt,-0.672256448752771,0,7,-7,people who like gold paint have a gilt complex
36,0,160,human,heir,0.324202842244139,3,1,2,to heir is human
37,0,161,boy,son,1.84186161037444,2,10,-8,when their boy was little they only got rest after son down
37,0,162,down,son,-0.59958183223735,11,10,1,when their boy was little they only got rest after son down
37,0,163,little,son,0.535843469610164,4,10,-6,when their boy was little they only got rest after son down
37,0,164,rest,son,-0.768338144811851,8,10,-2,when their boy was little they only got rest after son down
38,0,165,high,c,0.215793751726981,10,11,-1,novice pirates make terrible singers because they cannot hit the high cs
38,0,166,hit,c,-0.815647567852622,8,11,-3,novice pirates make terrible singers because they cannot hit the high cs
38,0,167,make,c,-1.02005310437571,2,11,-9,novice pirates make terrible singers because they cannot hit the high cs
38,0,168,novice,c,-0.703917840016708,0,11,-11,novice pirates make terrible singers because they cannot hit the high cs
38,0,169,pirate,c,-0.792378389611587,1,11,-10,novice pirates make terrible singers because they cannot hit the high cs
38,0,170,singer,c,0.694133199282786,4,11,-7,novice pirates make terrible singers because they cannot hit the high cs
38,0,171,terrible,c,-0.860856832198662,3,11,-8,novice pirates make terrible singers because they cannot hit the high cs
39,0,172,bright,watt,1.10663984407831,4,9,-5,an electrician is a bright spark who knows whats watt
39,0,173,electrician,watt,1.63402244845377,1,9,-8,an electrician is a bright spark who knows whats watt
39,0,174,know,watt,-0.889631856649002,7,9,-2,an electrician is a bright spark who knows whats watt
39,0,175,spark,watt,0.53638566409786,5,9,-4,an electrician is a bright spark who knows whats watt
40,0,176,budget,razor,-0.25277588685621,7,13,-6,when the mayor wanted to slash the budget he turned to a fund razor
40,0,177,fund,razor,-0.875571998716363,12,13,-1,when the mayor wanted to slash the budget he turned to a fund razor
40,0,178,mayor,razor,-0.762674361585394,2,13,-11,when the mayor wanted to slash the budget he turned to a fund razor
40,0,179,slash,razor,1.29702251554896,5,13,-8,when the mayor wanted to slash the budget he turned to a fund razor
40,0,180,turn,razor,-0.755233435691892,9,13,-4,when the mayor wanted to slash the budget he turned to a fund razor
40,0,181,want,razor,-0.877775268401213,3,13,-10,when the mayor wanted to slash the budget he turned to a fund razor
41,0,182,biblical,prophet,1.45995574696005,3,4,-1,daniel is a biblical prophet known for interpreting dreams
41,0,183,daniel,prophet,0.805308669413531,0,4,-4,daniel is a biblical prophet known for interpreting dreams
41,0,184,dream,prophet,0.804131545935035,8,4,4,daniel is a biblical prophet known for interpreting dreams
41,0,185,interpreting,prophet,0.697770067196284,7,4,3,daniel is a biblical prophet known for interpreting dreams
41,0,186,known,prophet,-0.031148315410505,5,4,1,daniel is a biblical prophet known for interpreting dreams
42,0,187,decimal,pi,1.21262464055348,9,5,4,he can recite the number pi up to 10 decimal places
42,0,188,number,pi,1.59504276265363,4,5,-1,he can recite the number pi up to 10 decimal places
42,0,189,place,pi,-0.564605975619762,10,5,5,he can recite the number pi up to 10 decimal places
42,0,190,recite,pi,0.588390716648794,2,5,-3,he can recite the number pi up to 10 decimal places
42,0,191,ten,pi,-0.224980536862907,8,5,3,he can recite the number pi up to 10 decimal places
42,0,192,up,pi,-0.593747935644252,6,5,1,he can recite the number pi up to 10 decimal places
43,0,193,baker,knead,1.48626023135334,0,1,-1,bakers knead flour and milk together to make bread dough
43,0,194,bread,knead,1.49369181558088,8,1,7,bakers knead flour and milk together to make bread dough
43,0,195,dough,knead,1.53647393981059,9,1,8,bakers knead flour and milk together to make bread dough
43,0,196,flour,knead,1.81698242359774,2,1,1,bakers knead flour and milk together to make bread dough
43,0,197,make,knead,0.260196799876926,7,1,6,bakers knead flour and milk together to make bread dough
43,0,198,milk,knead,-0.519440108011665,4,1,3,bakers knead flour and milk together to make bread dough
43,0,199,together,knead,0.295652627301357,5,1,4,bakers knead flour and milk together to make bread dough
44,0,200,dip,oar,0.426404550784138,2,4,-2,the fisherman dipped the oar in the river
44,0,201,fisherman,oar,1.79733524738104,1,4,-3,the fisherman dipped the oar in the river
44,0,202,river,oar,1.13587566270064,7,4,3,the fisherman dipped the oar in the river
45,0,203,box,tier,-0.160263934106645,0,4,-4,boxes are stacked in tiers in the warehouse
45,0,204,stack,tier,0.895424942441347,2,4,-2,boxes are stacked in tiers in the warehouse
45,0,205,warehouse,tier,-0.144777299367225,7,4,3,boxes are stacked in tiers in the warehouse
46,0,206,candidate,poll,1.66044967559982,10,3,7,pollsters conducted a poll on the popularity of the political candidates
46,0,207,conduct,poll,0.95938178290662,1,3,-2,pollsters conducted a poll on the popularity of the political candidates
46,0,208,political,poll,1.39357738674503,9,3,6,pollsters conducted a poll on the popularity of the political candidates
46,0,209,pollster,poll,1.34707142184641,0,3,-3,pollsters conducted a poll on the popularity of the political candidates
46,0,210,popularity,poll,1.12489298030111,6,3,3,pollsters conducted a poll on the popularity of the political candidates
47,0,211,alone,bore,-0.144997028332573,4,10,-6,the old man is alone all the time and is bored to tears
47,0,212,man,bore,-0.577792416299145,2,10,-8,the old man is alone all the time and is bored to tears
47,0,213,old,bore,-0.079101842967128,1,10,-9,the old man is alone all the time and is bored to tears
47,0,214,tear,bore,-0.60450352003924,12,10,2,the old man is alone all the time and is bored to tears
47,0,215,time,bore,-0.237938628258902,7,10,-3,the old man is alone all the time and is bored to tears
48,0,216,country,greece,1.61726280252036,3,0,3,greece is a country in the the southern portion of europe
48,0,217,europe,greece,1.34658711117235,10,0,10,greece is a country in the the southern portion of europe
48,0,218,portion,greece,-0.587085071824229,8,0,8,greece is a country in the the southern portion of europe
48,0,219,southern,greece,0.565019210168354,7,0,7,greece is a country in the the southern portion of europe
49,0,220,angle,sine,1.19120099339024,10,3,7,in mathematics the sine function is a function of an angle
49,0,221,function,sine,0.911291434572067,7,3,4,in mathematics the sine function is a function of an angle
49,0,222,function,sine,0.54565196148864,7,3,4,in mathematics the sine function is a function of an angle
49,0,223,mathematics,sine,1.59004679336064,1,3,-2,in mathematics the sine function is a function of an angle
50,0,224,high,principal,0.451478239970654,8,4,4,ms wu is the principal of our local high school
50,0,225,local,principal,-0.235525746986563,7,4,3,ms wu is the principal of our local high school
50,0,226,school,principal,1.76661042421187,9,4,5,ms wu is the principal of our local high school
51,0,227,bought,cd,0.596221205948439,1,4,-3,i bought a new cd today with classical music
51,0,228,classical,cd,1.17117681773181,7,4,3,i bought a new cd today with classical music
51,0,229,music,cd,1.36173721777846,8,4,4,i bought a new cd today with classical music
51,0,230,new,cd,0.399664402945214,3,4,-1,i bought a new cd today with classical music
51,0,231,today,cd,-0.785882364111073,5,4,1,i bought a new cd today with classical music
52,0,232,field,hare,0.780246842480845,6,1,5,the hare ran rapidly through the fields
52,0,233,ran,hare,0.712039380185827,2,1,1,the hare ran rapidly through the fields
52,0,234,rapidly,hare,0.50264459001043,3,1,2,the hare ran rapidly through the fields
52,0,235,through,hare,-0.909208080442562,4,1,3,the hare ran rapidly through the fields
53,0,236,cabin,knotty,-0.339950519232175,1,5,-4,that cabin is made of knotty pine
53,0,237,made,knotty,-0.245517529954399,3,5,-2,that cabin is made of knotty pine
53,0,238,pine,knotty,0.98902241501959,6,5,1,that cabin is made of knotty pine
54,0,239,between,taut,-0.140223120048216,4,3,1,the clothesline hangs taut between two poles
54,0,240,clothesline,taut,0.503493651706073,1,3,-2,the clothesline hangs taut between two poles
54,0,241,hang,taut,-0.118995992265672,2,3,-1,the clothesline hangs taut between two poles
54,0,242,pole,taut,-0.644894431199731,6,3,3,the clothesline hangs taut between two poles
54,0,243,two,taut,-0.819938630974231,5,3,2,the clothesline hangs taut between two poles
55,0,244,german,marx,1.04614487726045,4,1,3,karl marx was a german philosopher
55,0,245,karl,marx,1.60460477684671,0,1,-1,karl marx was a german philosopher
55,0,246,philosopher,marx,1.17682931291877,5,1,4,karl marx was a german philosopher
56,0,247,today,hi,-0.412658158509577,4,0,4,hi how are you today
57,0,248,bad,daze,-0.412787117458235,8,4,4,she was in a daze after learning the bad news
57,0,249,learning,daze,-0.567639598064149,6,4,2,she was in a daze after learning the bad news
57,0,250,new,daze,-0.871478795210295,9,4,5,she was in a daze after learning the bad news
58,0,251,essay,prose,1.28408001019312,2,6,-4,novels and essays are written in prose
58,0,252,novel,prose,1.27693587846647,0,6,-6,novels and essays are written in prose
58,0,253,written,prose,1.43926719118499,4,6,-2,novels and essays are written in prose
59,0,254,airport,plane,1.64764439882315,5,1,4,our plane landed at the airport
59,0,255,land,plane,1.14161845243749,2,1,1,our plane landed at the airport
60,0,256,beaver,dam,2.04340949234351,1,5,-4,that beaver is building a dam with logs and sticks
60,0,257,building,dam,0.360377157136515,3,5,-2,that beaver is building a dam with logs and sticks
60,0,258,log,dam,0.959252920297831,7,5,2,that beaver is building a dam with logs and sticks
60,0,259,stick,dam,0.106371409594604,9,5,4,that beaver is building a dam with logs and sticks
61,0,260,computer,hertz,0.178559042959391,1,9,-8,this computer has a processing speed of 33 mega hertz
61,0,261,mega,hertz,0.919814829772108,8,9,-1,this computer has a processing speed of 33 mega hertz
61,0,262,process,hertz,0.248382261012054,4,9,-5,this computer has a processing speed of 33 mega hertz
61,0,263,speed,hertz,0.556962039754035,5,9,-4,this computer has a processing speed of 33 mega hertz
62,0,264,leading,role,1.41679324990746,3,4,-1,she plays the leading role in a television show
62,0,265,play,role,1.31021982956755,1,4,-3,she plays the leading role in a television show
62,0,266,show,role,1.38303210578534,8,4,4,she plays the leading role in a television show
62,0,267,television,role,0.857585814622148,7,4,3,she plays the leading role in a television show
63,0,268,before,collar,-0.896047541828856,7,3,4,he puts a collar on his dog before walking it
63,0,269,dog,collar,1.35516188166286,6,3,3,he puts a collar on his dog before walking it
63,0,270,put,collar,-0.251253639086736,1,3,-2,he puts a collar on his dog before walking it
63,0,271,walking,collar,0.326433233432516,8,3,5,he puts a collar on his dog before walking it
64,0,272,boy,steal,-0.484018354033287,2,5,-3,the little boy wanted to steal his friends candy but decided not to
64,0,273,candy,steal,-0.07237537618486,8,5,3,the little boy wanted to steal his friends candy but decided not to
64,0,274,decide,steal,-0.128716298903818,10,5,5,the little boy wanted to steal his friends candy but decided not to
64,0,275,friend,steal,-0.603650855865145,7,5,2,the little boy wanted to steal his friends candy but decided not to
64,0,276,little,steal,-0.58377439257709,1,5,-4,the little boy wanted to steal his friends candy but decided not to
64,0,277,want,steal,0.547193413195806,3,5,-2,the little boy wanted to steal his friends candy but decided not to
65,0,278,hair,dye,1.36903888833255,8,6,2,some people do not like to dye their hair
65,0,279,people,dye,-0.51660530622155,1,6,-5,some people do not like to dye their hair
66,0,280,belt,waist,1.74231054246043,10,5,5,she must have a small waist look how tiny her belt is
66,0,281,look,waist,-0.188178647677657,6,5,1,she must have a small waist look how tiny her belt is
66,0,282,small,waist,0.523567311902234,4,5,-1,she must have a small waist look how tiny her belt is
66,0,283,tiny,waist,0.441326168415236,8,5,3,she must have a small waist look how tiny her belt is
67,0,284,hurting,foot,0.300155521830414,4,6,-2,these new shoes are hurting my feet
67,0,285,new,foot,-0.805232044786804,1,6,-5,these new shoes are hurting my feet
67,0,286,shoe,foot,1.58550170537397,2,6,-4,these new shoes are hurting my feet
68,0,287,class,aloud,-0.076447875646036,7,5,2,the student read her poem aloud in class
68,0,288,poem,aloud,0.454641639162645,4,5,-1,the student read her poem aloud in class
68,0,289,read,aloud,1.21867042614304,2,5,-3,the student read her poem aloud in class
68,0,290,student,aloud,-0.186477324573278,1,5,-4,the student read her poem aloud in class
69,0,291,clean,pail,0.288977037577935,8,4,4,a worker filled a pail with water to clean the floor
69,0,292,fill,pail,1.0521233199622,2,4,-2,a worker filled a pail with water to clean the floor
69,0,293,floor,pail,0.358538965912373,10,4,6,a worker filled a pail with water to clean the floor
69,0,294,water,pail,1.14767009776416,6,4,2,a worker filled a pail with water to clean the floor
69,0,295,worker,pail,0.201748996290237,1,4,-3,a worker filled a pail with water to clean the floor
70,0,296,huge,manor,0.890780293929846,6,7,-1,those wealthy people live in a huge manor
70,0,297,live,manor,0.386300284728262,3,7,-4,those wealthy people live in a huge manor
70,0,298,people,manor,0.31579889328267,2,7,-5,those wealthy people live in a huge manor
70,0,299,those,manor,-0.598610377930611,0,7,-7,those wealthy people live in a huge manor
70,0,300,wealthy,manor,1.24495231179182,1,7,-6,those wealthy people live in a huge manor
71,0,301,copy,cache,0.335958657361964,1,0,1,cached copies of the web pages are stored in the database
71,0,302,database,cache,1.24354521924147,10,0,10,cached copies of the web pages are stored in the database
71,0,303,page,cache,0.197712130636077,5,0,5,cached copies of the web pages are stored in the database
71,0,304,store,cache,0.708572022380054,7,0,7,cached copies of the web pages are stored in the database
71,0,305,web,cache,0.947860905883493,4,0,4,cached copies of the web pages are stored in the database
72,0,306,end,reign,0.119977062469213,7,1,6,the reign of louis xiv of france ended in 1715
72,0,307,france,reign,0.330303888942925,6,1,5,the reign of louis xiv of france ended in 1715
72,0,308,louis,reign,0.443736452091216,3,1,2,the reign of louis xiv of france ended in 1715
73,0,309,chicken,thyme,0.790600880920379,6,13,-7,one of my favorite meals is chicken in a creamy sauce flavored with thyme
73,0,310,creamy,thyme,-0.505595912271628,9,13,-4,one of my favorite meals is chicken in a creamy sauce flavored with thyme
